end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	z_score	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_634925_r000025	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000024	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000024	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	634925	634924	634925	-	12.4407843406105	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_635252_r000026	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000025	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000025	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	635252	635251	635252	-	15.399014612961	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_636382_r000027	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000026	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000026	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	636382	636381	636382	-	14.925818014235	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_636667_r000028	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000027	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000027	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	636667	636666	636667	+	14.9017742275931	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_636824_r000029	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000028	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000028	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	636824	636823	636824	+	16.0007451666102	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_637220_r000030	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000029	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000029	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	637220	637219	637220	+	30.5957534638003	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_657002_r000031	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000030	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000030	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	657002	657001	657002	-	27.7071881404752	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_681797_r000032	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000031	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000031	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	681797	681796	681797	-	21.9062101539397	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_696875_r000033	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000032	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000032	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	696875	696874	696875	+	13.9653879901598	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_756846_r000034	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000033	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000033	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	756846	756845	756846	-	24.1457567484724	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_758118_r000035	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000034	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000034	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	758118	758117	758118	-	12.2283796546018	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_810935_r000036	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000035	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000035	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	810935	810934	810935	-	45.0163272792103	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_829600_r000037	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000036	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000036	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	829600	829599	829600	-	13.5247745835398	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_928558_r000038	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000037	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000037	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	928558	928557	928558	+	26.69386279252	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_979983_r000039	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000038	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000038	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	979983	979982	979983	-	498.726049001171	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_1027221_r000040	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000039	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000039	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1027221	1027220	1027221	+	15.3573464923311	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1030255_r000041	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000040	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000040	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1030255	1030254	1030255	-	17.0318864715912	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1102841_r000042	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000041	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000041	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1102841	1102840	1102841	-	147.140401880757	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1103890_r000043	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000042	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000042	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1103890	1103889	1103890	-	15.9792441565227	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1104169_r000044	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000043	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000043	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1104169	1104168	1104169	-	14.3755575002148	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1104375_r000045	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000044	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000044	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1104375	1104374	1104375	-	13.3907114218439	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1104536_r000046	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000045	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000045	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1104536	1104535	1104536	-	21.0694310305321	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1122750_r000047	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000046	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000046	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1122750	1122749	1122750	-	63.6550395562877	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_1150992_r000048	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000047	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000047	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1150992	1150991	1150992	+	14.4011739737606	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_plus_1151406_r000049	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000048	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_F_000048	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1151406	1151405	1151406	+	16.9486957228196	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_013_LEE2020_TERMSEQ_PUBLISHED_TTS_CP009124-1_minus_1168652_r000050	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000049	BATTER_S1_013_LEE2020_TERMSEQ_CP009124_1_R_000049	BATTER_S1_013	Streptomyces lividans TK24	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP009124	CP009124.1	1168652	1168651	1168652	-	50.4327655913154	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
