end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	z_score	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_429441_r000012	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000011	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000011	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	429441	429440	429441	-	92.5036876480507	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_481213_r000013	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000012	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000012	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	481213	481212	481213	+	13.8403850513106	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_533516_r000014	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000013	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000013	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	533516	533515	533516	-	14.9435638191876	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_558747_r000015	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000014	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000014	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	558747	558746	558747	-	15.9516754483019	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_558917_r000016	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000015	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000015	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	558917	558916	558917	-	31.5278582711341	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_606328_r000017	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000016	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000016	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	606328	606327	606328	-	12.7544224902895	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_640760_r000018	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000017	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000017	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	640760	640759	640760	+	55.7173048163812	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_646061_r000019	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000018	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000018	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	646061	646060	646061	-	22.4606050938935	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_648036_r000020	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000019	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000019	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	648036	648035	648036	+	14.566895873134	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_649101_r000021	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000020	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000020	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	649101	649100	649101	+	23.1147996979792	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_669952_r000022	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000021	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000021	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	669952	669951	669952	+	319.542746045443	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_673402_r000023	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000022	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000022	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	673402	673401	673402	-	33.7377823017231	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_682402_r000024	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000023	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000023	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	682402	682401	682402	+	30.2370346974573	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_682596_r000025	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000024	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000024	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	682596	682595	682596	+	13.7582040375979	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_682826_r000026	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000025	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000025	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	682826	682825	682826	+	14.7971133069373	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_682907_r000027	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000026	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000026	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	682907	682906	682907	+	24.7278771541113	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_711983_r000028	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000027	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000027	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	711983	711982	711983	+	14.9048963366002	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_712265_r000029	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000028	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000028	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	712265	712264	712265	+	18.7272930187436	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_712343_r000030	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000029	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000029	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	712343	712342	712343	-	16.6935068194192	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_720917_r000031	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000030	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000030	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	720917	720916	720917	-	16.4512748486904	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_724667_r000032	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000031	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000031	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	724667	724666	724667	-	19.9693805278171	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_725460_r000033	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000032	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000032	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	725460	725459	725460	-	15.2611139039316	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_726644_r000034	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000033	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000033	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	726644	726643	726644	-	14.7715049022651	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_741892_r000035	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000034	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000034	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	741892	741891	741892	-	32.43356842858	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_742202_r000036	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000035	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000035	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	742202	742201	742202	-	34.2809573050556	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_743951_r000037	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000036	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000036	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	743951	743950	743951	+	44.1372587169034	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_769642_r000038	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000037	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000037	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	769642	769641	769642	+	34.4525980351147	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_775945_r000039	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000038	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000038	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	775945	775944	775945	-	17.0555589106623	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_789323_r000040	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000039	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000039	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	789323	789322	789323	+	20.8192556867639	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_806042_r000041	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000040	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000040	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	806042	806041	806042	-	24.8703386895245	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_817072_r000042	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000041	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000041	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	817072	817071	817072	+	15.7900512040936	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_820540_r000043	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000042	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000042	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	820540	820539	820540	-	41.00098994404	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_838860_r000044	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000043	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000043	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	838860	838859	838860	+	38.3209327868895	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_908503_r000045	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000044	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000044	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	908503	908502	908503	-	13.9984701886192	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_919438_r000046	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000045	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000045	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	919438	919437	919438	-	12.5705670381853	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_919637_r000047	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000046	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000046	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	919637	919636	919637	-	12.4934999302842	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_plus_934326_r000048	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000047	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_F_000047	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	934326	934325	934326	+	151.408411535945	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_012_LEE2020_TERMSEQ_PUBLISHED_TTS_NC_003888-3_minus_964928_r000049	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000048	BATTER_S1_012_LEE2020_TERMSEQ_NC_003888_3_R_000048	BATTER_S1_012	Streptomyces coelicolor A3(2)	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	NC_003888	NC_003888.3	964928	964927	964928	-	76.1884969558304	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
