end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	base_mean	log2_fold_change	fold_change	pvalue	padj	cluster_start_1based	cluster_end_1based	notes	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_82352_r000017	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000016	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000016	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	82352	82351	82352	-	155.080376105253	-0.407529687005625	0.7539131875015462	0.138038889911338	0.706684041427948	82350	82355		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_99624_r000018	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000017	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000017	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	99624	99623	99624	-	4.00433220108812	0.0822214217715409	1.0586468612797144	0.891214745198307	NA	99624	99624		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_99706_r000019	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000018	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000018	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	99706	99705	99706	-	1.27297748179958	-0.809164487941028	0.5707122804626688	0.109497649315009	NA	99706	99706		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_100152_r000020	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000019	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000019	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	100152	100151	100152	+	4.431691407833	0.344849645141191	1.2700186167822414	0.566304600955265	NA	100152	100152		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_100352_r000021	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000020	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000020	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	100352	100351	100352	+	1.0515607517369	0.654396843139024	1.5739577808398777	0.171623760727673	NA	100352	100352		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_103889_r000022	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000021	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000021	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	103889	103888	103889	+	49.2618038977953	-0.309205100196565	0.8070863272250329	0.382736239947593	0.916747354022316	103887	103895		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_103943_r000023	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000022	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000022	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	103943	103942	103943	+	4.14179952368706	-0.0192930662398301	0.9867160859563913	0.974385185471827	NA	103938	103943		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_103969_r000024	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000023	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000023	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	103969	103968	103969	+	17.0300870446712	0.284697021172609	1.2181544135179778	0.553970381200306	0.970537244479678	103967	103970		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_107941_r000025	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000024	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000024	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	107941	107940	107941	+	8.21743448369388	-0.44931908812872	0.7323884333520359	0.424361808081789	NA	107941	107941		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_115386_r000026	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000025	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000025	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	115386	115385	115386	+	1.36658874623406	0.801339383435418	1.7427182977758964	0.115902585377993	NA	115386	115386		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_138630_r000027	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000026	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000026	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	138630	138629	138630	+	1.34970314873687	0.376124119745216	1.297850420427721	0.465762089670493	NA	138630	138630		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_144205_r000028	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000027	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000027	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	144205	144204	144205	-	15.2678864832235	-0.0509910919136227	0.9652729850423668	0.917953083173529	0.989892979973962	144203	144205		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_145896_r000029	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000028	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000028	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	145896	145895	145896	-	9.49975130653664	-0.0496813172219201	0.9661497220988272	0.928454776791567	NA	145895	145896		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_145928_r000030	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000029	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000029	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	145928	145927	145928	+	2.15426617118559	0.393878521027733	1.3139209866559005	0.495333782948245	NA	145928	145928		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_147517_r000031	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000030	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000030	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	147517	147516	147517	-	29.2659622613756	0.128658124146418	1.0932763527779656	0.762525575112336	0.989892979973962	147515	147518		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_158829_r000032	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000031	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000031	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	158829	158828	158829	+	116.774415814793	-0.505819220524408	0.7042603565274382	0.072525677016319	0.535010351001523	158827	158838		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_158864_r000033	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000032	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000032	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	158864	158863	158864	+	8.5516524762421	-0.826721068595874	0.5638092026980059	0.142385042908936	NA	158849	158864		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_158879_r000034	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000033	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000033	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	158879	158878	158879	+	112.33986439166	-0.735251284181421	0.6007133852424267	0.009410958254672	0.190433508212186	158877	158898		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_160532_r000035	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000034	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000034	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	160532	160531	160532	+	2.54569219149076	-0.692709417094612	0.6186908414756556	0.238414049715306	NA	160532	160532		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_176133_r000036	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000035	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000035	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	176133	176132	176133	-	320.763816032305	-0.461461913350875	0.7262499612480704	0.052149829430893	0.454165603144992	176129	176135		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_182589_r000037	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000036	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000036	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	182589	182588	182589	-	55.3781254129649	-0.0670518586823172	0.95458670023639	0.848111775001781	0.989892979973962	182586	182591		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_184149_r000038	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000037	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000037	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	184149	184148	184149	+	5.77894506168283	0.197647223745474	1.1468265611790822	0.738023595994789	NA	184148	184149		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_184180_r000039	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000038	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000038	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	184180	184179	184180	+	19.2920972857709	-0.483663731018001	0.715159165840928	0.312540857231926	0.899169588454343	184179	184190		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_184527_r000040	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000039	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000039	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	184527	184526	184527	+	7.71401328421397	-0.749057346794294	0.5949921968810233	0.199780885752128	NA	184527	184534		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_227085_r000041	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000040	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000040	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	227085	227084	227085	+	5.58596379377593	0.0140229806502401	1.0097673820258664	0.981102248311195	NA	227085	227086		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_245678_r000042	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000041	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000041	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	245678	245677	245678	-	5.91678693160886	0.369977549311401	1.2923327196754488	0.530042478537486	NA	245678	245678		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_minus_298816_r000043	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000042	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_R_000042	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	298816	298815	298816	-	4682.82193517124	0.173800188426907	1.1280258963719556	0.434833934925939	0.94973253088586	298812	298821		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
BTED_BATTER_S1_008_PRJEB31965_REPRODUCIBLE_SITE_NC_002516-2_plus_299236_r000044	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000043	BATTER_S1_008_THOMASON2019_REPRO_NC_002516_2_F_000043	BATTER_S1_008	Pseudomonas aeruginosa PAO1	PRJEB31965_REPRODUCIBLE_SITE	Term-seq	author_called_reproducible_termseq_3prime_site	NC_002516.2	299236	299235	299236	+	3.10202910255803	0.0243202474418844	1.017000400574452	0.96750349778058	NA	299236	299236		31594819	10.1128/mBio.02253-19	Table S1B	dominant Term-seq position treated as 1-based; BED start=position-1
